# key | rank | definition   (ranks 1-2 are one-word glosses; 3+ broaden out)
# Source: ls_D.json (Lewis & Short via Perseus), simplified for learners.
decerpo | 1 | pluck
decerpo | 2 | detract
decerpo | 3 | to enjoy or savour something (a transferred sense)
decerpo | 4 | to destroy or take away entirely (rare)
decerto | 1 | fight
decerto | 2 | contend
decerto | 3 | with an ablative: proelio decertare, to fight a decisive battle
decessio | 1 | departure
decessio | 2 | decrease
decessio | 3 | a magistrate's retirement from his province at the end of his term
decessio | 4 | decease, death (rare)
decessor | 1 | predecessor
decessor | 3 | specifically: an outgoing provincial governor, as viewed by his successor
decessus | 1 | departure
decessus | 2 | decrease
decessus | 3 | a magistrate's retirement from his province at the end of his term
decessus | 4 | decease, death
decet | 1 | befits
decet | 3 | with an infinitive: it is proper for someone to do something (oratorem irasci minime decet, it is most improper for an orator to lose his temper)
decet | 4 | of physical fitness: to be well-formed, becoming in appearance
decido1 | 1 | fall
decido1 | 3 | to fall short, to be disappointed (quanta de spe decidi! what a hope I have fallen from!)
decido1 | 4 | poetic: to fall down dead, to perish
decido2 | 1 | sever
decido2 | 2 | settle
decido2 | 3 | to cut down or reduce an amount (ad tertiam partem vectigal decidere, to reduce the tax by two-thirds)
decido2 | 4 | to cudgel, beat soundly (rare)
deciduus | 1 | deciduous
decies | 1 | tenfold
decies | 3 | an indefinitely large number or sum (colloquial exaggeration)
decimanus | 1 | of tithes
decimanus | 3 | as a noun: a tithe-farmer or tax-collector
decimanus | 4 | of the tenth cohort or tenth legion; porta decumana, the main gate of a Roman camp
decimanus | 5 | meton: immense, extraordinarily large (decumani fluctus, huge waves)
decimo | 1 | decimate
decimo | 3 | to tithe someone, to collect a tenth from them as tax
decimo | 4 | to offer a tenth of something as a religious tithe
decimus1 | 1 | tenth
decimus1 | 3 | decimum (adv.), for the tenth time
decimus1 | 4 | decima (noun), a tithe or tenth part, especially as a religious offering or a tax on provincial land
decimus1 | 5 | meton: immense, huge, of a wave (poetic use)
decipio | 1 | deceive
decipio | 3 | to elude, to escape the notice of (custodes decipere, to slip past the guards)
decipula | 1 | trap
decisio | 1 | settlement
decisio | 3 | a diminishing, decrease (rare)
declamatio | 1 | declamation
declamatio | 3 | a theme or exercise set for practice speaking
declamatio | 4 | in a bad sense: ranting, bombastic talk
declamator | 1 | declaimer
declamatorius | 1 | declamatory
declamito | 1 | declaim
declamito | 3 | in a bad sense: to bluster, rant
declamo | 1 | declaim
declamo | 3 | in a bad sense: to rant, bluster
declaro | 1 | declare
declaro | 3 | in public life: to proclaim someone elected to office, especially as consul
declaro | 4 | trop: to demonstrate, prove, make evident to the mind
declinatio | 1 | deviation
declinatio | 2 | declension
declinatio | 3 | trop: an avoidance, a turning away from something (a malis declinatio, avoidance of evils)
declinatio | 4 | in rhetoric: a short digression from the subject
declinatio | 5 | geog: a region or climate zone of the earth (translating Greek klima)
declino | 1 | deviate
declino | 2 | avoid
declino | 3 | grammar: to inflect or decline a part of speech
declino | 4 | with an accusative: to turn something aside, to divert (declinare agmen, to divert the marching column)
declivis | 1 | sloping
declivis | 3 | trop: declining, in the decline of life (mulier aetate declivis, a woman in the decline of life)
decoctio | 1 | decoction
decollo | 1 | behead
decollo | 3 | to take something off the neck (literal, rare)
decollo | 4 | trop: to deprive, rob someone of something (rare)
decolo | 1 | fail
decolor | 1 | discoloured
decolor | 3 | poetic, of an age or fame: degenerate, debased
decoloro | 1 | discolour
decoloro | 3 | trop: to tarnish, disgrace
decoquo | 1 | reduce
decoquo | 2 | go bankrupt
decoquo | 3 | to boil or cook something (a general culinary sense)
decoquo | 4 | trop: to consume, waste away, diminish gradually
decoquo | 5 | decocta (noun), a chilled boiled-water drink invented by Nero
decoquo | 6 | decoctum (noun), a medicinal potion or infusion
decor | 1 | grace
decoris | 1 | elegant
decoro | 1 | adorn
decoro | 3 | trop: to honour, distinguish (with an ablative: decorare aliquem praemiis, to honour someone with rewards)
decorus | 1 | fitting
decorus | 2 | beautiful
decorus | 3 | as a noun, decorum (n.): that which is proper or seemly, propriety
decrepitus | 1 | decrepit
decresco | 1 | decrease
decresco | 3 | to vanish, disappear entirely
decretorius | 1 | decisive
decumbo | 1 | recline
decumbo | 3 | to lie ill, to be confined to bed by sickness
decumbo | 4 | of a defeated gladiator: to fall
decuria | 1 | decury
decuria | 3 | one of the panels of jurors at Rome (decuriae judicum)
decurio1 | 1 | decuriate
decurio1 | 3 | esp.: to organize people into groups for bribery or political corruption
decurio2 | 1 | decurion
decurro | 1 | charge
decurro | 2 | resort
decurro | 3 | of a racer or vehicle: to run down or through a course (decurso spatio, having completed the course)
decurro | 4 | trop: to run through or over a subject in speech
decurro | 5 | of stars or heavenly bodies: to complete their course, to set
decursio | 1 | manoeuvre
decursio | 3 | a running or flowing down, as of water
decursio | 4 | a ceremonial running in armour at a festival
decursus2 | 1 | descent
decursus2 | 2 | career
decursus2 | 3 | milit: a manoeuvre or evolution; a hostile attack
decursus2 | 4 | the completion or end of a course (destitit ante decursum, he stopped before the finish)
decursus2 | 5 | in rhetoric: the rhythmical flow of a verse or sentence
decurto | 1 | curtail
decus1 | 1 | glory
decus1 | 2 | virtue
decus1 | 3 | plural, decora: honourable achievements, valiant deeds
decus1 | 4 | renowned ancestors (a transferred, poetic use)
decussis | 1 | ten
decussis | 3 | the X-shaped mark denoting the number ten, or the intersection of two lines
decussis | 4 | a Roman coin worth ten asses
decutio1 | 1 | dislodge
decutio1 | 3 | trop: to shake off, cast aside something no longer wanted
dedecet | 1 | ill-befits
dedecet | 3 | with an infinitive: it is unbecoming for someone to do something
dedecoro | 1 | disgrace
dedecus | 1 | disgrace
dedecus | 2 | vice
dedecus | 3 | concr.: a thing that causes shame, a blot, a blemish
dedico | 1 | dedicate
dedico | 3 | to declare, to announce something formally (an early, rare sense)
dedico | 4 | to dedicate or inscribe a literary work to someone
dedico | 5 | law: to register one's property for the census
dedignor | 1 | disdain
dedisco | 1 | unlearn
dediticius | 1 | surrendered
dediticius | 3 | as a noun: one who has surrendered, a captive under Roman rule without treaty rights
deditio | 1 | surrender
dedo | 1 | surrender
dedo | 2 | devote
dedo | 3 | dedita opera (adv.), on purpose, deliberately
dedo | 4 | dare or dedere manus, to give up, to yield (an idiom)
dedoceo | 1 | unteach
dedolo | 1 | hew
deduco | 1 | lead
deduco | 2 | deduct
deduco | 3 | naut: to launch a ship, drawing it down from the dock into the water
deduco | 4 | pub. law: to lead forth and settle a colony (deducere coloniam, to found a colony)
deduco | 5 | to escort someone, especially to conduct a bride to her husband's house
deduco | 6 | to mislead, seduce, entice someone into an opinion
deduco | 7 | of a literary work: to spin out, compose, elaborate (deducta poemata, finely-wrought poems)
deduco | 8 | to derive, to trace the origin of a word or name
deduco | 9 | to relieve or cure a physical ailment
deductio | 1 | deduction
deductio | 3 | the founding or settling of a colony
deductio | 4 | a leading away of the bride, to her husband's house
deductio | 5 | jurid.: a formal ejection from a disputed property, or the act that established one's claim to it
deductus1 | 1 | drawn-in
deductus1 | 2 | weak
deductus1 | 3 | of a voice: weak, subdued (ante-classical usage)
deerro | 1 | stray
defaeco | 1 | purify
defatigo | 1 | exhaust
defectio | 1 | defection
defectio | 2 | failure
defectio | 3 | esp., of the sun or moon: an eclipse
defectio | 4 | exhaustion, fainting, a swoon (post-Augustan prose)
defectio | 5 | in grammar: an ellipsis
defectus2 | 1 | defection
defectus2 | 2 | failure
defectus2 | 3 | a swoon, a fainting fit
defendo | 1 | defend
defendo | 2 | maintain
defendo | 3 | with a dative: to ward something off from someone (defendere solstitium pecori, to shield the flock from the summer heat)
defendo | 4 | of a legal case: to argue, to assert as a defence
defensio | 1 | defence
defensio | 3 | concr.: a written or spoken defence, a speech in defence
defensio | 4 | jurid.: the legal maintenance of a right, or the prosecution of a crime
defenso | 1 | shield
defensor | 1 | defender
defensor | 3 | plural, defensores: the garrison of a besieged place
defensor | 4 | defensor civitatis, a late-imperial magistrate who protected provincial townspeople from oppression
defero | 1 | carry
defero | 2 | report
defero | 3 | to confer, bestow, or offer something upon someone (deferre imperium ad aliquem, to confer command on someone)
defero | 4 | legal: to indict, to accuse someone before a court
defero | 5 | naut: to drive a ship off course, to carry it along
defero | 6 | pub. law: to report one's property to the censors, for assessment
defervesco | 1 | cool
defetiscor | 1 | tire
deficio | 1 | fail
deficio | 2 | revolt
deficio | 3 | passive: to be weakened, exhausted, worn out (viribus defici, to be exhausted of strength)
deficio | 4 | of the sun or moon: to be eclipsed
defigo | 1 | fix
defigo | 2 | curse
defigo | 3 | trop: to fix one's gaze or attention intently (defigere oculos in aliquo, to fix one's eyes upon someone)
defigo | 4 | to strike motionless with astonishment, to stupefy
defingo | 1 | shape
definio | 1 | define
definio | 3 | to restrict, to confine within certain limits, as of a speech or subject
definio | 4 | to terminate, to finish (a rare sense)
definitio | 1 | definition
definitio | 3 | a boundary or bounding line (rare, in inscriptions)
definitio | 4 | transf: a decree, a decision
definitivus | 1 | definitive
deflagro | 1 | burn down
deflagro | 2 | perish
deflagro | 3 | of a fire of passion: to abate, to be allayed (deflagrare iras, for anger to burn itself out)
deflecto | 1 | swerve
deflecto | 3 | trop: to divert someone from their pursuits or a particular direction (aliquem ab institutis studiis deflectere, to divert someone from their chosen studies)
deflecto | 4 | grammar, in late Latin: to inflect a word
defleo | 1 | lament
defloresco | 1 | wither
defluo | 1 | flow down
defluo | 2 | vanish
defluo | 3 | trop: to come, to originate from a source (hoc totum e sophistarum fontibus defluxit, all this flowed down from the springs of the sophists)
defluo | 4 | of a person: to desert, to prove unfaithful (unus e tribunis defluxit, one of the tribunes deserted)
defluus | 1 | descending
defluus | 3 | esp.: vasculum defluum, a water-clock, a vessel through which water trickles down
defodio | 1 | bury
defodio | 3 | to dig deeply, to excavate a hole or trench
defodio | 4 | transf: to hide, to conceal
deformis | 1 | ugly
deformis | 2 | disgraceful
deformitas | 1 | ugliness
deformitas | 2 | baseness
deformitas | 3 | of style: uncouthness, inelegance
deformo1 | 1 | shape
deformo1 | 3 | trop: to depict, to describe in words
deformo2 | 1 | disfigure
deformo2 | 2 | disgrace
defraudo | 1 | defraud
defrico | 1 | rub
defrico | 3 | trop: to lash with satire, to mock sharply
defringo | 1 | break off
defringo | 3 | trop: to destroy, to break down (rare)
defugio | 1 | flee
defugio | 3 | to shun or avoid a duty or obligation (defugere munus, to shirk a duty)
defundo | 1 | pour
defundo | 3 | relig.: to pour out as a libation to a god
defungor | 1 | discharge
defungor | 3 | defunctus jam sum, I am now through with it, out of danger (an idiom)
degener | 1 | degenerate
degener | 3 | with a genitive: unworthy of, falling short of (degener sanguinis, unworthy of one's lineage)
degenero | 1 | degenerate
degenero | 3 | trop: to fall short of one's ancestors or their standards (a virtute majorum degenerare, to fall short of the virtue of one's forefathers)
degenero | 4 | act: to cause something to degenerate or deteriorate
degenero | 5 | act: to dishonour, to disgrace by falling short (a rare poetic use)
deglubo | 1 | peel
deglubo | 3 | transf: to skin, to flay an animal or person
dego | 1 | spend
dego | 3 | absol.: to live, to dwell (post-Augustan usage)
degravo | 1 | weigh down
degravo | 3 | trop: to burden, to weigh upon, to oppress
degredior | 1 | descend
degusto | 1 | taste
degusto | 3 | trop: to try, to sample, to make oneself acquainted with something
degusto | 4 | to touch briefly upon a subject, to treat cursorily
dehinc | 1 | then
dehinc | 3 | of place: from here, hence (rare, post-Augustan)
dehinc | 4 | of time, looking forward: henceforth, from now on
dehisco | 1 | gape
dehonestamentum | 1 | blemish
dehonesto | 1 | disgrace
dehortor | 1 | dissuade
deicio | 1 | throw down
deicio | 2 | dishearten
deicio | 3 | milit: to dislodge an enemy from a position
deicio | 4 | jurid: to eject, to dispossess someone of property
deicio | 5 | pregn: to fell with a mortal wound, to strike dead
deicio | 6 | to deprive someone of an expectation or hope (de honore deici, to be deprived of an office)
deinceps | 1 | successively
deinceps | 3 | as an adjective: following next, the next in a series
deinde | 1 | then
deinde | 3 | in local succession: next, after that (rare)
dejectio | 1 | expulsion
dejectio | 3 | medic: a purging of the bowels
dejectio | 4 | legal: ejection, the turning out of someone from their property
dejectio | 5 | trop: degradation, a lowering in rank
dejectus2 | 1 | fall
dejectus2 | 3 | of localities: a slope, a declivity
dejectus2 | 4 | a covering, something thrown over one
dejectus2 | 5 | transf: a lowering of the voice, opposite of raising it
dejero | 1 | swear
delabor | 1 | slip down
delabor | 3 | trop: to sink, descend, or slide into a state or condition
delatio | 1 | accusation
delator | 1 | informer
delectabilis | 1 | delightful
delectatio | 1 | delight
delectatio | 3 | medic: straining, a painful urging (late Latin)
delecto | 1 | delight
delecto | 3 | archaic: to entice away, to seduce from the right path
delectus2 | 1 | choice
delectus2 | 3 | milit: a levy, a recruiting of soldiers
delectus2 | 4 | meton: the men levied, a body of recruits
delegatio | 1 | assignment
delegatio | 3 | business: the transfer of a debt to another person
delegatio | 4 | trop: delegation, the passing off of a task to someone else
delego | 1 | assign
delego | 3 | business: to transfer a debt to another person
delego | 4 | trop: to attribute or ascribe something to someone
delenimentum | 1 | allurement
delenio | 1 | charm
delenio | 2 | soothe
deleo | 1 | destroy
deleo | 2 | erase
deleo | 3 | trop: to end, finish, or terminate (a war, laws, a dispute)
deliberatio | 1 | deliberation
deliberatio | 3 | rhetor: a deliberative speech, one urging a course of action
deliberativus | 1 | deliberative
delibero | 1 | deliberate
delibero | 3 | to consult an oracle
delibero | 4 | meton: to resolve or determine after deliberating
delibo | 1 | taste
delibo | 3 | trop: to pluck or gather, to enjoy the best part of something
delibo | 4 | trop: to take away from, diminish, detract
delibuo | 1 | anoint
delibuo | 3 | trop: overwhelmed by an emotion (delibutus gaudio, overwhelmed with joy)
delicatus | 1 | delightful
delicatus | 2 | spoiled
delicatus | 3 | of a place or lifestyle: luxurious
delicatus | 4 | fastidious, overly particular
deliciae | 1 | delight
deliciae | 3 | a term of endearment: darling, sweetheart
delictum | 1 | offence
deligo1 | 1 | select
deligo1 | 3 | of fruit: to pick, to gather
deligo1 | 4 | to pick out and send away, remove (rare)
deligo2 | 1 | bind
delinquo | 1 | transgress
delinquo | 3 | lit: to be lacking, deficient (rare)
deliquesco | 1 | melt
deliquesco | 3 | trop: to pine away, vanish, disappear
deliquo | 1 | strain
deliquo | 3 | trop: to clear up, explain
deliratio | 1 | folly
deliro | 1 | rave
deliro | 3 | lit: to swerve or deviate from a straight line (rare, of a plough)
delirus | 1 | crazy
delitesco | 1 | hide
delitesco | 3 | trop: to shelter behind, to take refuge under someone's authority
delubrum | 1 | shrine
deludo | 1 | deceive
deludo | 3 | to finish playing, to stop a performance (rare)
delumbo | 1 | lame
delumbo | 3 | trop: to weaken, enervate (a speech or style)
demando | 1 | entrust
demens | 1 | insane
demens | 3 | transf: wild, frenzied (of things: demens discordia, frenzied strife)
dementia | 1 | insanity
dementio | 1 | rave
demento | 1 | craze
demento | 3 | to bewitch, delude
demento | 4 | neut: to rave, to be out of one's mind
demereo | 1 | deserve
demereo | 3 | with a person as object: to earn someone's gratitude, to oblige
demergo | 1 | submerge
demergo | 3 | of the sun: to set
demergo | 4 | trop: to overwhelm, depress
demetior | 1 | measure
demeto1 | 1 | reap
demigro | 1 | emigrate
demigro | 3 | pregn: to depart this life, to die
demigro | 4 | trop: to depart from, abandon a position or resolve
deminuo | 1 | lessen
deminuo | 3 | gram: to form a diminutive
deminutio | 1 | decrease
deminutio | 3 | legal: capitis deminutio, the loss of civil rights
deminutio | 4 | gram: a diminutive form
deminutivus | 1 | diminutive
demiror | 1 | wonder
demiror | 3 | to be at a loss, to wonder how or why (demiror qui sciat, I wonder who could know)
demissio | 1 | lowering
demissio | 3 | trop: dejection, low spirits (demissio animi)
demissio | 4 | medic: abatement, mitigation of a disease
demitto | 1 | lower
demitto | 3 | milit: to lead troops down to lower ground
demitto | 4 | trop: to cast down the eyes or head, to be downcast
demitto | 5 | of a place: low-lying, sunken
demitto | 6 | of lineage: descended, derived (demissum genus ab Aenea, a line descended from Aeneas)
demo | 1 | remove
demolior | 1 | demolish
demonstratio | 1 | demonstration
demonstratio | 3 | rhetor: a vivid or picturesque description
demonstratio | 4 | legal: a clear declaration of intent, as in a will
demonstrativus | 1 | demonstrative
demonstro | 1 | indicate
demonstro | 3 | trop: to prove, demonstrate, explain
demonstro | 4 | legal: to point out the boundaries of a property
demorior | 1 | die
demorior | 3 | trop: to fall out of use, become obsolete (of words)
demorior | 4 | with acc: to be dying of love for someone
demoror | 1 | delay
demoveo | 1 | remove
demoveo | 3 | trop: to divert or dislodge someone from a position or opinion
demulceo | 1 | stroke
demulceo | 3 | trop: to soothe, charm, win over
demum | 1 | finally
demum | 3 | enclitic with pronouns or adverbs, for emphasis: precisely, just, exactly (id demum, that very thing)
demum | 4 | tum demum, nunc demum: only then, not until then
demuto | 1 | alter
demuto | 3 | neut: to change one's mind
denarius | 1 | of ten
denarius | 3 | as a noun (denarius): a Roman silver coin, originally worth ten asses
denarro | 1 | recount
denego | 1 | refuse
denego | 3 | to deny that something is so
deni | 1 | ten each
deni | 3 | poet: ten (used for decem)
deni | 4 | poet: tenth (used for decimus)
# review: denicalis is a narrow religious technical term with no natural one-word English adjective; occurs only in the phrase "feriae denicales", funeral rites purifying a family after a death
denicalis | 1 | purifying from death
denigro | 1 | blacken
denigro | 3 | trop: to blacken someone's reputation, to defame
denique | 1 | finally
denique | 3 | in enumerations: in short, in a word, in fact
denique | 4 | postAug: therefore, accordingly, as a result
denominatio | 1 | metonymy
denomino | 1 | name
denoto | 1 | mark
denoto | 3 | to point out, specify, indicate
denoto | 4 | trop: to stigmatize, brand with reproach
dens | 1 | tooth
dens | 3 | meton: a prong, spike, or point, as of a plough or comb
dens | 4 | trop: dens invidiae, the tooth of envy, malicious spite
denso | 1 | condense
densus | 1 | dense
densus | 3 | of time: frequent, continuous, following in close succession
densus | 4 | trop of speech: condensed, concise
dentale | 1 | share-beam
dentale | 3 | meton: a ploughshare
dentatus | 1 | toothed
dentatus | 3 | of implements: spiked, toothed, like a rake or saw
dentatus | 4 | of paper (charta): polished smooth with a tooth
dentio1 | 1 | teethe
denubo | 1 | marry
denubo | 3 | to marry beneath one's social rank
denudo | 1 | denude
denudo | 3 | trop: to disclose, reveal, betray, expose
denudo | 4 | to strip, plunder someone of their possessions
denuntiatio | 1 | announcement
denuntio | 1 | announce
denuntio | 3 | jurid: to summon a witness or give notice of a lawsuit
denuntio | 4 | transf: to threaten, warn, menace
denuo | 1 | again
deonero | 1 | unload
deonero | 3 | trop: to relieve someone of a burden or blame
deorsum | 1 | down
deorsum | 3 | sursum deorsum: up and down, back and forth
deosculor | 1 | kiss
deosculor | 3 | transf: to praise highly, to laud
depango | 1 | fix
depango | 3 | trop: firmly set or fixed, as a boundary or limit
depasco | 1 | graze
depasco | 3 | of cattle: to eat up, consume
depasco | 4 | trop: to prune away, trim down excess in style
depasco | 5 | trop: to consume, waste away, as by disease
depeciscor | 1 | bargain
depeciscor | 3 | trop: to resign oneself to something as an acceptable trade-off (depecisci morte, to be content to die)
depecto | 1 | comb
depeculor | 1 | plunder
depello | 1 | expel
depello | 3 | milit: to dislodge an enemy from a position
depello | 4 | of infants or young animals: to wean
depello | 5 | trop: to deter, dissuade, or divert someone from a course
dependeo | 1 | hang
dependeo | 3 | trop: to depend on, be derived from
dependo | 1 | pay
dependo | 3 | transf: to spend, expend, lay out
deperdo | 1 | lose
deperdo | 3 | as perf. participle (deperditus): ruined, or desperately in love
depereo | 1 | perish
depereo | 3 | to be desperately in love with someone (deperire aliquem, to be head over heels for someone)
depilo | 1 | pluck
depilo | 3 | transf: to fleece, to cheat someone, as if plucked
depilo | 4 | to peel, to rub off skin
depingo | 1 | depict
depingo | 3 | trop: to portray, describe, or imagine in words
depingo | 4 | to embroider
depleo | 1 | drain
depleo | 3 | medic: to let blood, to bleed someone
deploro | 1 | lament
deploro | 3 | meton: to regard as lost, to give up as hopeless
depolio | 1 | smooth
depolio | 3 | comic: to cudgel, to beat
depono | 1 | lay down
depono | 3 | to deposit or entrust something for safekeeping
depono | 4 | trop: to give up, abandon, resign (depono arma, to lay down arms)
depono | 5 | of buildings: to pull down, demolish
depono | 6 | late: to depose someone from an office
depopulatio | 1 | devastation
depopulor | 1 | ravage
deporto | 1 | carry away
deporto | 3 | to bring home from a province, as a triumph or spoils
deporto | 4 | legal: to banish, to exile for life
deposco | 1 | demand
deposco | 3 | to demand someone be handed over for punishment
deposco | 4 | transf: to challenge someone to fight
depositio | 1 | deposit
depositio | 3 | jurid: a giving of testimony, a deposition
depositio | 4 | a lowering, degradation of rank or dignity
depositio | 5 | late: a burial, an interment
depraedor | 1 | plunder
depravatio | 1 | distortion
depravatio | 3 | trop: moral corruption, depravity
depravo | 1 | distort
depravo | 3 | trop: to corrupt, deprave, lead astray
deprecatio | 1 | entreaty
deprecatio | 3 | a plea for pardon or forgiveness
deprecatio | 4 | relig: an imprecation, a curse invoking punishment
deprecator | 1 | intercessor
deprecor | 1 | beg off
deprecor | 3 | to intercede on behalf of someone or something in danger
deprecor | 4 | relig: to invoke a curse, to imprecate
deprehendo | 1 | catch
deprehendo | 2 | detect
deprehendo | 3 | trop: to perceive, understand, discern
deprehendo | 4 | to catch someone in the act of wrongdoing (deprehendi in scelere, to be caught red-handed)
deprehendo | 5 | to hem in, trap, or embarrass
depretio | 1 | undervalue
depretio | 3 | trop: to disregard, make light of
deprimo | 1 | depress
deprimo | 3 | naut: to sink a ship
deprimo | 4 | trop: to disparage, belittle in words
depromo | 1 | fetch
depromo | 3 | trop: to draw upon, to derive from a source, as arguments from books
depropero | 1 | hasten
depropero | 3 | to prepare something in haste
depso | 1 | knead
depugno | 1 | fight
depugno | 3 | to fight to the finish, to stop fighting only once it is settled
depulsio | 1 | warding off
depulsio | 3 | rhetor: a defence against a charge or accusation
depulsor | 1 | deliverer
depurgo | 1 | cleanse
deputo | 1 | prune
deputo | 3 | to consider, regard as (ante- and post-classical)
deputo | 4 | late: to allot, assign to someone
derado | 1 | shave
derelinquo | 1 | abandon
derelinquo | 3 | late: to bequeath, to leave behind as an inheritance
derepente | 1 | suddenly
derideo | 1 | deride
deridiculus | 1 | ridiculous
derigesco | 1 | stiffen
derigesco | 3 | of blood or liquid: to curdle, congeal
deripio | 1 | tear away
derisor | 1 | mocker
derisus2 | 1 | mockery
derivatio | 1 | diversion
derivatio | 3 | gram: derivation, the origin or etymology of a word
derivo | 1 | divert
derivo | 3 | gram: to derive one word from another
derogo | 1 | repeal
derogo | 3 | transf: to detract from, diminish, take away
derogo | 4 | to disparage, discredit someone
deruptus | 1 | steep
desacro | 1 | consecrate
desacro | 3 | trop: to devote or set aside for a purpose
desaevio | 1 | rage
desaevio | 3 | to cease raging, to spend one's fury
descendo | 1 | descend
descendo | 3 | milit: to march down from higher ground into the plain
descendo | 4 | trop: to lower oneself to, to stoop to an unworthy act
descendo | 5 | trop: to penetrate deeply, to sink in, as of words or feelings
descensio | 1 | descent
descensus2 | 1 | descent
descensus2 | 3 | concr: a way down, a downward path, as of a mountain or road
descindo | 1 | divide
descisco | 1 | revolt
descisco | 3 | transf: to deviate from, to break faith with, to fall away from a person or principle
describo | 1 | describe
describo | 3 | to copy out, transcribe a text
describo | 4 | to mark out, sketch, or delineate a shape or plan
describo | 5 | to assign or apportion something to someone
descriptio | 1 | description
descriptio | 3 | a copy, a transcript
descriptio | 4 | an arrangement, an ordering of parts within a whole
deseco | 1 | cut off
desero2 | 1 | abandon
desero2 | 3 | milit: to desert
